"Player","Injury","Game Status","Position","Week","nameConvert","played","Team"
"White, Kevin","leg stress fracture","Day-to-Day","WR",4,"Kevin White","no",NA
"Avant, Jason","knee","Probable","WR",4,"Jason Avant","yes","KC"
"Conley, Chris","shoulder","Probable","WR",4,"Chris Conley","yes","KC"
"Wilson, Albert","shoulder","Questionable","WR",4,"Albert Wilson","no","KC"
"Gray, Jonas","calf","Questionable","RB",4,"Jonas Gray","yes","MIA"
"Greene, Rashad","right thumb surgery","Injured Reserve (DFR)","WR",4,"Rashad Greene","no","JAX"
"Hurns, Allen","thigh","Probable","WR",4,"Allen Hurns","yes","JAX"
"Ivory, Chris","quadriceps","Probable","RB",4,"Chris Ivory","yes","NYJ"
"Lee, Marqise","hamstring","Out","WR",4,"Marqise Lee","no","JAX"
"Robinson, Denard","knee","Out","RB",4,"Denard Robinson","no","JAX"
"Thomas, Julius","hand","Out","TE",4,"Julius Thomas","no","JAX"
"Yeldon, T.J.","sprained finger left hand","Day-to-Day","RB",4,"T.J. Yeldon","yes","JAX"
"Allen, Dwayne","ankle","Questionable","TE",4,"Dwayne Allen","no","IND"
"Herron, Daniel","shoulder","Day-to-Day","RB",4,"Daniel Herron","no",NA
"Hilton, T.Y.","knee","Probable","WR",4,"T.Y. Hilton","yes","IND"
"Luck, Andrew","shoulder","Questionable","QB",4,"Andrew Luck","no","IND"
"Robinson, Josh","back","Probable","RB",4,"Josh Robinson","yes","IND"
"Turbin, Robert","ankle","Out","RB",4,"Robert Turbin","no","CLE"
"Varga, Tyler","concussion","Out","RB",4,"Tyler Varga","no","IND"
"Benjamin, Kelvin","torn left ACL","Day-to-Day","WR",4,"Kelvin Benjamin","no",NA
"Brown, Corey","illness","Probable","WR",4,"Corey Brown","no",NA
"Cotchery, Jerricho","ankle","Out","WR",4,"Jerricho Cotchery","no","CAR"
"Stewart, Jonathan","tibia","Probable","RB",4,"Jonathan Stewart","yes","CAR"
"Tolbert, Mike","groin","Probable","RB",4,"Mike Tolbert","yes","CAR"
"Evans, Mike","hamstring","Day-to-Day","WR",4,"Mike Evans","yes","TB"
"Martin, Doug","knee, quadriceps","Questionable","RB",4,"Doug Martin","yes","TB"
"Seferian-Jenkins, Austin","shoulder","Doubtful","TE",4,"Austin Seferian-Jenkins","no","TB"
"Shepard, Russell","hamstring","Questionable","WR",4,"Russell Shepard","no","TB"
"Stocker, Luke","hip","Doubtful","TE",4,"Luke Stocker","no","TB"
"Burton, Trey","shoulder","Probable","TE",4,"Trey Burton","no","PHI"
"Cooper, Riley","knee","Probable","WR",4,"Riley Cooper","yes","PHI"
"Huff, Josh","hamstring","Probable","WR",4,"Josh Huff","no","PHI"
"Davis, Vernon","knee","Doubtful","TE",4,"Vernon Davis","no","SF"
"Jackson, DeSean","hamstring","Out","WR",4,"DeSean Jackson","no","WAS"
"McCoy, Colt","foot","Probable","QB",4,"Colt McCoy","no",NA
"Griffin III, Robert","concussion","Day-to-Day","QB",4,"Robert Griffin III","no",NA
"Manziel, Johnny","right elbow","Probable","QB",4,"Johnny Manziel","no","CLE"
"McCown, Josh","right hand","Probable","QB",4,"Josh McCown","yes","CLE"
"Shaw, Connor","right thumb surgery","Day-to-Day","QB",4,"Connor Shaw","no",NA
"Benjamin, Travis","ribs","Probable","WR",4,"Travis Benjamin","yes","CLE"
"Cumberland, Jeff","concussion","Out","TE",4,"Jeff Cumberland","no","NYJ"
"Britt, Kenny","shoulder","Probable","WR",4,"Kenny Britt","no","STL"
"Cunningham, Benny","knee","Probable","RB",4,"Benny Cunningham","yes","STL"
"Gurley, Todd","knee","Day-to-Day","RB",4,"Todd Gurley","yes","STL"
"Mason, Tre","hamstring","Day-to-Day","RB",4,"Tre Mason","yes","STL"
"Reynolds, Chase","knee","Doubtful","RB",4,"Chase Reynolds","no",NA
"Brown, John","shoulder","Probable","WR",4,"John Brown","yes","ARI"
"Ellington, Andre","knee","Questionable","RB",4,"Andre Ellington","no","ARI"
"Floyd, Michael","hand","Day-to-Day","WR",4,"Michael Floyd","yes","ARI"
"Momah, Ifeanyi","knee","Day-to-Day","TE",4,"Ifeanyi Momah","no",NA
"Nelson, J.J.","shoulder","Out","WR",4,"J.J. Nelson","no",NA
"Johnson, Charles","rib","Out","WR",4,"Charles Johnson","no","MIN"
"Wright, Jarius","hand","Questionable","WR",4,"Jarius Wright","no","MIN"
"Casey, James","knee","Questionable","TE",4,"James Casey","no",NA
"Daniels, Owen","not injury related","Probable","TE",4,"Owen Daniels","yes","DEN"
"Manning, Peyton","not injury related","Probable","QB",4,"Peyton Manning","yes","DEN"
"Sanders, Emmanuel","hamstring","Day-to-Day","WR",4,"Emmanuel Sanders","yes","DEN"
"Thompson, Juwan","neck","Probable","RB",4,"Juwan Thompson","no","DEN"
"Adams, Davante","ankle","Questionable","WR",4,"Davante Adams","no","GB"
"Cobb, Randall","shoulder","Probable","WR",4,"Randall Cobb","yes","GB"
"Lacy, Eddie","ankle","Probable","RB",4,"Eddie Lacy","yes","GB"
"Nelson, Jordy","torn right ACL","Day-to-Day","WR",4,"Jordy Nelson","no",NA
"Quarless, Andrew","sprained MCL","Injured Reserve (DFR)","TE",4,"Andrew Quarless","no","GB"
"Ripkowski, Aaron","shoulder","Probable","RB",4,"Aaron Ripkowski","no","GB"
"Bush, Reggie","calf","Probable","RB",4,"Reggie Bush","yes","SF"
"Draughn, Shaun","back","Questionable","RB",4,"Shaun Draughn","yes","CLE"
"Ellington, Bruce","ankle","Probable","WR",4,"Bruce Ellington","no","SF"
"McDonald, Vance","knee","Probable","TE",4,"Vance McDonald","yes","SF"
"Bryant, Dez","foot","Out","WR",4,"Dez Bryant","no","DAL"
"Romo, Tony","fractured left clavicle","Day-to-Day","QB",4,"Tony Romo","no","DAL"
"Witten, Jason","ankle, knee","Probable","TE",4,"Jason Witten","yes","DAL"
"Brees, Drew","right shoulder","Probable","QB",4,"Drew Brees","yes","NO"
"Cooks, Brandin","ankle","Probable","WR",4,"Brandin Cooks","yes","NO"
"Bell, Joique","ankle","Day-to-Day","RB",4,"Joique Bell","no","DET"
"Lynch, Marshawn","hamstring","Day-to-Day","RB",4,"Marshawn Lynch","no","SEA"
"Allen, Dwayne","ankle","Probable","TE",5,"Dwayne Allen","yes","IND"
"Gore, Frank","foot","Probable","RB",5,"Frank Gore","yes","IND"
"Hasselbeck, Matt","illness","Questionable","QB",5,"Matt Hasselbeck","yes","IND"
"Herron, Daniel","shoulder","Day-to-Day","RB",5,"Daniel Herron","no",NA
"Hilton, T.Y.","bruised knee","Day-to-Day","WR",5,"T.Y. Hilton","yes","IND"
"Luck, Andrew","right shoulder","Questionable","QB",5,"Andrew Luck","no","IND"
"Varga, Tyler","concussion","Out","RB",5,"Tyler Varga","no","IND"
"Foster, Arian","groin","Probable","RB",5,"Arian Foster","yes","HOU"
"Griffin, Ryan","sprained MCL","Injured Reserve (DFR)","TE",5,"Ryan Griffin","no","HOU"
"Grimes, Jonathan","hamstring","Out","RB",5,"Jonathan Grimes","no","HOU"
"Miller, Lamar","ankle","Day-to-Day","RB",5,"Lamar Miller","no","MIA"
"Polk, Chris","knee","Questionable","RB",5,"Chris Polk","yes","HOU"
"Shorts III, Cecil","shoulder","Out","WR",5,"Cecil Shorts III","no",NA
"Jackson, Fred","ankle","Questionable","RB",5,"Fred Jackson","yes","SEA"
"Lockette, Ricardo","shortness of breath","Probable","WR",5,"Ricardo Lockette","no","SEA"
"Lynch, Marshawn","hamstring","Out","RB",5,"Marshawn Lynch","no","SEA"
"Hill, Jeremy","knee","Probable","RB",5,"Jeremy Hill","yes","CIN"
"Cutler, Jay","hamstring","Questionable","QB",5,"Jay Cutler","yes","CHI"
"Jeffery, Alshon","hamstring","Questionable","WR",5,"Alshon Jeffery","no","CHI"
"Royal, Eddie","ankle","Questionable","WR",5,"Eddie Royal","no","CHI"
"White, Kevin","leg stress fracture","Day-to-Day","WR",5,"Kevin White","no",NA
"Charles, Jamaal","knee","Day-to-Day","RB",5,"Jamaal Charles","yes","KC"
"Kelce, Travis","groin, thumb","Probable","TE",5,"Travis Kelce","yes","KC"
"O'Shaughnessy, James","hand","Probable","TE",5,"James O'Shaughnessy","no","KC"
"Wilson, Albert","shoulder","Questionable","WR",5,"Albert Wilson","no","KC"
"Davis, Vernon","knee","Out","TE",5,"Vernon Davis","no","SF"
"Garcon, Pierre","knee","Probable","WR",5,"Pierre Garcon","yes","WAS"
"Jackson, DeSean","hamstring","Out","WR",5,"DeSean Jackson","no","WAS"
"Jones, Matt","sprained toe","Day-to-Day","RB",5,"Matt Jones","yes","WAS"
"Reed, Jordan","concussion, knee, ankle","Out","TE",5,"Jordan Reed","no","WAS"
"Coleman, Tevin","ribs","Probable","RB",5,"Tevin Coleman","yes","ATL"
"Freeman, Devonta","hamstring","Day-to-Day","RB",5,"Devonta Freeman","yes","ATL"
"Hester, Devin","toe","Injured Reserve (DFR)","WR",5,"Devin Hester","no",NA
"Jones, Julio","toe, hamstring","Questionable","WR",5,"Julio Jones","yes","ATL"
"Tamme, Jacob","concussion","Probable","TE",5,"Jacob Tamme","yes","ATL"
"White, Roddy","not injury related","Probable","WR",5,"Roddy White","yes","ATL"
"Griffin III, Robert","concussion","Day-to-Day","QB",5,"Robert Griffin III","no",NA
"Hartline, Brian","ribs, thigh","Questionable","WR",5,"Brian Hartline","yes","CLE"
"Johnson Jr., Duke","ankle","Probable","RB",5,"Duke Johnson Jr.","no",NA
"Manziel, Johnny","right elbow","Probable","QB",5,"Johnny Manziel","no","CLE"
"McCown, Josh","concussion","Day-to-Day","QB",5,"Josh McCown","yes","CLE"
"Shaw, Connor","right thumb surgery","Day-to-Day","QB",5,"Connor Shaw","no",NA
"Campanaro, Michael","back","Day-to-Day","WR",5,"Michael Campanaro","no","BAL"
"Clausen, Jimmy","back","Questionable","QB",5,"Jimmy Clausen","no","CHI"
"Gillmore, Crockett","calf","Out","TE",5,"Crockett Gillmore","no","BAL"
"Matthews, Chris","shoulder","Day-to-Day","WR",5,"Chris Matthews","no","SEA"
"Perriman, Breshad","knee","Out","WR",5,"Breshad Perriman","no",NA
"Pitta, Dennis","hip","Day-to-Day","TE",5,"Dennis Pitta","no",NA
"Smith Sr., Steve","back","Doubtful","WR",5,"Steve Smith Sr.","no",NA
"Taliaferro, Lorenzo","foot","Probable","RB",5,"Lorenzo Taliaferro","no","BAL"
"Britt, Kenny","knee","Probable","WR",5,"Kenny Britt","no","STL"
"Gurley, Todd","knee","Day-to-Day","RB",5,"Todd Gurley","yes","STL"
"Mason, Tre","hamstring","Day-to-Day","RB",5,"Tre Mason","yes","STL"
"Reynolds, Chase","knee","Probable","RB",5,"Chase Reynolds","no",NA
"Adams, Davante","ankle","Questionable","WR",5,"Davante Adams","no","GB"
"Cobb, Randall","shoulder","Probable","WR",5,"Randall Cobb","yes","GB"
"Jones, James","hamstring","Probable","WR",5,"James Jones","yes","GB"
"Lacy, Eddie","ankle","Day-to-Day","RB",5,"Eddie Lacy","yes","GB"
"Nelson, Jordy","torn right ACL","Day-to-Day","WR",5,"Jordy Nelson","no",NA
"Quarless, Andrew","sprained MCL","Injured Reserve (DFR)","TE",5,"Andrew Quarless","no","GB"
"Brees, Drew","right shoulder","Day-to-Day","QB",5,"Drew Brees","yes","NO"
"Colston, Marques","not injury related","Probable","WR",5,"Marques Colston","yes","NO"
"Cooks, Brandin","ankle","Probable","WR",5,"Brandin Cooks","yes","NO"
"Greene, Rashad","right thumb surgery","Injured Reserve (DFR)","WR",5,"Rashad Greene","no","JAX"
"Hurns, Allen","ankle, thigh","Probable","WR",5,"Allen Hurns","yes","JAX"
"Ivory, Chris","groin","Day-to-Day","RB",5,"Chris Ivory","no","NYJ"
"Lee, Marqise","hamstring","Out","WR",5,"Marqise Lee","no","JAX"
"Lewis, Marcedes","knee","Probable","TE",5,"Marcedes Lewis","no","JAX"
"Robinson, Denard","knee","Out","RB",5,"Denard Robinson","no","JAX"
"Thomas, Julius","hand","Questionable","TE",5,"Julius Thomas","yes","JAX"
"Yeldon, T.J.","sprained finger left hand","Day-to-Day","RB",5,"T.J. Yeldon","yes","JAX"
"Evans, Mike","hamstring","Day-to-Day","WR",5,"Mike Evans","yes","TB"
"Seferian-Jenkins, Austin","shoulder","Doubtful","TE",5,"Austin Seferian-Jenkins","no","TB"
"Shepard, Russell","hamstring","Doubtful","WR",5,"Russell Shepard","no","TB"
"Stocker, Luke","hip","Questionable","TE",5,"Luke Stocker","no","TB"
"Clay, Charles","calf","Probable","TE",5,"Charles Clay","yes","BUF"
"Goodwin, Marquise","ribs","Probable","WR",5,"Marquise Goodwin","yes","BUF"
"Hankerson, Leonard","thumb","Probable","WR",5,"Leonard Hankerson","yes","ATL"
"Harvin, Percy","hip","Probable","WR",5,"Percy Harvin","yes","BUF"
"McCoy, LeSean","hamstring","Out","RB",5,"LeSean McCoy","no","BUF"
"Watkins, Sammy","calf","Questionable","WR",5,"Sammy Watkins","no","BUF"
"Williams, Karlos","concussion","Out","RB",5,"Karlos Williams","no","BUF"
"Cobb, David","calf","Injured Reserve (DFR)","RB",5,"David Cobb","no","TEN"
"Murray, DeMarco","hamstring","Day-to-Day","RB",5,"DeMarco Murray","yes","PHI"
"Walker, Delanie","hand","Day-to-Day","TE",5,"Delanie Walker","yes","TEN"
"Ellington, Andre","knee","Probable","RB",5,"Andre Ellington","yes","ARI"
"Fells, Darren","hip","Questionable","TE",5,"Darren Fells","yes","ARI"
"Floyd, Michael","hand","Day-to-Day","WR",5,"Michael Floyd","yes","ARI"
"Momah, Ifeanyi","knee","Day-to-Day","TE",5,"Ifeanyi Momah","no",NA
"Nelson, J.J.","shoulder","Questionable","WR",5,"J.J. Nelson","no",NA
"Bell, Joique","ankle","Out","RB",5,"Joique Bell","no","DET"
"Ebron, Eric","knee","Out","TE",5,"Eric Ebron","no","DET"
"Moore, Lance","ankle","Probable","WR",5,"Lance Moore","yes","DET"
"Pettigrew, Brandon","hamstring","Probable","TE",5,"Brandon Pettigrew","yes","DET"
"Hogan, Chris","hamstring","Probable","WR",5,"Chris Hogan","yes","BUF"
"Bryant, Dez","foot","Out","WR",5,"Dez Bryant","no","DAL"
"Butler, Brice","hamstring","Out","WR",5,"Brice Butler","no","DAL"
"Hanna, James","ankle","Questionable","TE",5,"James Hanna","no","DAL"
"Romo, Tony","fractured left clavicle","Day-to-Day","QB",5,"Tony Romo","no","DAL"
"Casey, James","knee","Probable","TE",5,"James Casey","no",NA
"Daniels, Owen","not injury related","Probable","TE",5,"Owen Daniels","no","DEN"
"Fowler, Bennie","hamstring","Questionable","WR",5,"Bennie Fowler","yes","DEN"
"Latimer, Cody","groin","Out","WR",5,"Cody Latimer","no","DEN"
"Manning, Peyton","not injury related","Probable","QB",5,"Peyton Manning","yes","DEN"
"Sanders, Emmanuel","hamstring","Day-to-Day","WR",5,"Emmanuel Sanders","yes","DEN"
"Thomas, Demaryius","neck","Probable","WR",5,"Demaryius Thomas","yes","DEN"
"Crabtree, Michael","ankle","Probable","WR",5,"Michael Crabtree","yes","OAK"
"Jones, Taiwan","foot","Out","RB",5,"Taiwan Jones","no","OAK"
"Murray, Latavius","shoulder","Probable","RB",5,"Latavius Murray","yes","OAK"
"Draughn, Shaun","back","Doubtful","RB",5,"Shaun Draughn","no","CLE"
"McDonald, Vance","chest","Probable","TE",5,"Vance McDonald","yes","SF"
"Patton, Quinton","concussion","Questionable","WR",5,"Quinton Patton","yes","SF"
"Cruz, Victor","calf","Out","WR",5,"Victor Cruz","no",NA
"Cunningham, Jerome","knee","Probable","TE",5,"Jerome Cunningham","no","NYG"
"Green, Ladarius","concussion","Day-to-Day","TE",5,"Ladarius Green","yes","SD"
"Jones, Jacoby","ankle","Questionable","WR",5,"Jacoby Jones","no","PIT"
"Roethlisberger, Ben","knee","Out","QB",5,"Ben Roethlisberger","no","PIT"
"Spaeth, Matt","hand","Probable","TE",5,"Matt Spaeth","no","PIT"
"Suisham, Shaun","torn left ACL","Day-to-Day","K",5,"Shaun Suisham","no",NA
"Wheaton, Markus","ankle","Probable","WR",5,"Markus Wheaton","yes","PIT"
"Johnson, Stevie","hamstring","Out","WR",5,"Stevie Johnson","no",NA
"Coleman, Tevin","hamstring","Day-to-Day","RB",6,"Tevin Coleman","yes","ATL"
"Freeman, Devonta","toe","Probable","RB",6,"Devonta Freeman","yes","ATL"
"Hester, Devin","toe","Injured Reserve (DFR)","WR",6,"Devin Hester","no",NA
"Jones, Julio","toe, hamstring","Probable","WR",6,"Julio Jones","yes","ATL"
"Tamme, Jacob","concussion","Day-to-Day","TE",6,"Jacob Tamme","yes","ATL"
"Brees, Drew","right shoulder","Day-to-Day","QB",6,"Drew Brees","yes","NO"
"Colston, Marques","shoulder","Doubtful","WR",6,"Marques Colston","no","NO"
"Tate, Brandon","illness","Probable","WR",6,"Brandon Tate","no","CIN"
"Clay, Charles","calf","Probable","TE",6,"Charles Clay","yes","BUF"
"Easley, Marcus","shoulder","Out","WR",6,"Marcus Easley","no","BUF"
"Harvin, Percy","hip","Questionable","WR",6,"Percy Harvin","no","BUF"
"McCoy, LeSean","hamstring","Probable","RB",6,"LeSean McCoy","yes","BUF"
"Taylor, Tyrod","knee","Questionable","QB",6,"Tyrod Taylor","no","BUF"
"Watkins, Sammy","calf","Questionable","WR",6,"Sammy Watkins","yes","BUF"
"Williams, Karlos","concussion","Out","RB",6,"Karlos Williams","no","BUF"
"Daniels, Owen","not injury related","Probable","TE",6,"Owen Daniels","yes","DEN"
"Fowler, Bennie","hamstring","Probable","WR",6,"Bennie Fowler","no","DEN"
"Latimer, Cody","groin","Probable","WR",6,"Cody Latimer","no","DEN"
"Manning, Peyton","not injury related","Probable","QB",6,"Peyton Manning","yes","DEN"
"Sanders, Emmanuel","hamstring","Day-to-Day","WR",6,"Emmanuel Sanders","yes","DEN"
"Thomas, Demaryius","neck","Questionable","WR",6,"Demaryius Thomas","yes","DEN"
"Thompson, Juwan","hamstring","Questionable","RB",6,"Juwan Thompson","no","DEN"
"Crowell, Isaiah","toe","Questionable","RB",6,"Isaiah Crowell","yes","CLE"
"Griffin III, Robert","concussion","Day-to-Day","QB",6,"Robert Griffin III","no",NA
"Hartline, Brian","thigh","Probable","WR",6,"Brian Hartline","no","CLE"
"Manziel, Johnny","right elbow","Probable","QB",6,"Johnny Manziel","no","CLE"
"McCown, Josh","ankle","Probable","QB",6,"Josh McCown","yes","CLE"
"Moore, Marlon","hamstring","Questionable","WR",6,"Marlon Moore","no","CLE"
"Shaw, Connor","right thumb surgery","Day-to-Day","QB",6,"Connor Shaw","no",NA
"Bellamy, Joshua","groin","Questionable","WR",6,"Joshua Bellamy","no",NA
"Cutler, Jay","hamstring","Day-to-Day","QB",6,"Jay Cutler","yes","CHI"
"Jeffery, Alshon","hamstring","Questionable","WR",6,"Alshon Jeffery","yes","CHI"
"Royal, Eddie","ankle","Questionable","WR",6,"Eddie Royal","yes","CHI"
"White, Kevin","leg stress fracture","Day-to-Day","WR",6,"Kevin White","no",NA
"Bell, Joique","ankle","Questionable","RB",6,"Joique Bell","no","DET"
"Ebron, Eric","knee","Out","TE",6,"Eric Ebron","no","DET"
"Jones, Marvin","foot","Probable","WR",6,"Marvin Jones","yes","CIN"
"Riddick, Theo","groin","Questionable","RB",6,"Theo Riddick","yes","DET"
"Tate, Golden","hip","Probable","WR",6,"Golden Tate","yes","DET"
"Blue, Alfred","toe","Questionable","RB",6,"Alfred Blue","no","HOU"
"Fiedorowicz, C.J.","neck","Probable","TE",6,"C.J. Fiedorowicz","yes","HOU"
"Foster, Arian","groin","Probable","RB",6,"Arian Foster","yes","HOU"
"Griffin, Ryan","sprained MCL","Injured Reserve (DFR)","TE",6,"Ryan Griffin","no","HOU"
"Grimes, Jonathan","hamstring","Probable","RB",6,"Jonathan Grimes","no","HOU"
"Miller, Lamar","ankle","Day-to-Day","RB",6,"Lamar Miller","yes","MIA"
"Polk, Chris","knee","Probable","RB",6,"Chris Polk","yes","HOU"
"Shorts III, Cecil","shoulder","Probable","WR",6,"Cecil Shorts III","no",NA
"Strong, Jaelen","illness","Questionable","WR",6,"Jaelen Strong","yes","HOU"
"Bortles, Blake","right shoulder","Probable","QB",6,"Blake Bortles","yes","JAX"
"Greene, Rashad","right thumb surgery","Injured Reserve (DFR)","WR",6,"Rashad Greene","no","JAX"
"Hurns, Allen","ankle, thigh","Probable","WR",6,"Allen Hurns","yes","JAX"
"Ivory, Chris","quadriceps","Probable","RB",6,"Chris Ivory","yes","NYJ"
"Lee, Marqise","hamstring","Out","WR",6,"Marqise Lee","no","JAX"
"Pierce, Bernard","concussion, hamstring","Out","RB",6,"Bernard Pierce","no","JAX"
"Robinson, Allen","leg","Day-to-Day","WR",6,"Allen Robinson","yes","JAX"
"Robinson, Denard","knee","Probable","RB",6,"Denard Robinson","yes","JAX"
"Thomas, Julius","hand","Probable","TE",6,"Julius Thomas","yes","JAX"
"Yeldon, T.J.","groin","Questionable","RB",6,"T.J. Yeldon","no","JAX"
"Kelce, Travis","groin, neck","Probable","TE",6,"Travis Kelce","yes","KC"
"Maclin, Jeremy","concussion","Day-to-Day","WR",6,"Jeremy Maclin","yes","KC"
"O'Shaughnessy, James","hand","Probable","TE",6,"James O'Shaughnessy","yes","KC"
"Parker, Brian","finger","Probable","TE",6,"Brian Parker","no","KC"
"Ellison, Rhett","knee","Probable","TE",6,"Rhett Ellison","yes","MIN"
"Johnson, Charles","rib","Questionable","WR",6,"Charles Johnson","no","MIN"
"Wright, Jarius","hand","Probable","WR",6,"Jarius Wright","yes","MIN"
"Davis, Vernon","knee","Questionable","TE",6,"Vernon Davis","no","SF"
"Garcon, Pierre","knee","Probable","WR",6,"Pierre Garcon","yes","WAS"
"Jackson, DeSean","hamstring","Questionable","WR",6,"DeSean Jackson","no","WAS"
"Jones, Matt","toe","Questionable","RB",6,"Matt Jones","no","WAS"
"Reed, Jordan","concussion","Out","TE",6,"Jordan Reed","no","WAS"
"Roberts, Andre","quadriceps","Questionable","WR",6,"Andre Roberts","yes","WAS"
"Thompson, Chris","shoulder","Probable","RB",6,"Chris Thompson","yes","WAS"
"Amaro, Jace","torn labrum","Day-to-Day","TE",6,"Jace Amaro","no",NA
"Decker, Eric","knee","Probable","WR",6,"Eric Decker","yes","NYJ"
"Owusu, Chris","knee","Doubtful","WR",6,"Chris Owusu","no","NYJ"
"Powell, Bilal","groin","Questionable","RB",6,"Bilal Powell","yes","NYJ"
"Smith, Geno","broken jaw","Day-to-Day","QB",6,"Geno Smith","no","NYJ"
"Brown, John","hamstring","Probable","WR",6,"John Brown","yes","ARI"
"Ellington, Andre","knee","Day-to-Day","RB",6,"Andre Ellington","yes","ARI"
"Fells, Darren","hip","Probable","TE",6,"Darren Fells","yes","ARI"
"Floyd, Michael","hand","Day-to-Day","WR",6,"Michael Floyd","yes","ARI"
"Momah, Ifeanyi","knee","Day-to-Day","TE",6,"Ifeanyi Momah","no",NA
"Nelson, J.J.","shoulder","Probable","WR",6,"J.J. Nelson","no",NA
"Green, Ladarius","concussion","Day-to-Day","TE",6,"Ladarius Green","yes","SD"
"Roethlisberger, Ben","knee","Out","QB",6,"Ben Roethlisberger","no","PIT"
"Suisham, Shaun","torn left ACL","Day-to-Day","K",6,"Shaun Suisham","no",NA
"Ajayi, Jay","cracked rib","Day-to-Day","RB",6,"Jay Ajayi","no","MIA"
"Cameron, Jordan","groin","Day-to-Day","TE",6,"Jordan Cameron","yes","MIA"
"Sims, Dion","concussion","Probable","TE",6,"Dion Sims","yes","MIA"
"Cobb, David","calf","Injured Reserve (DFR)","RB",6,"David Cobb","no","TEN"
"Fasano, Anthony","concussion","Questionable","TE",6,"Anthony Fasano","yes","TEN"
"Murray, DeMarco","hamstring","Day-to-Day","RB",6,"DeMarco Murray","yes","PHI"
"Walker, Delanie","hand","Day-to-Day","TE",6,"Delanie Walker","yes","TEN"
"Benjamin, Kelvin","torn left ACL","Day-to-Day","WR",6,"Kelvin Benjamin","no",NA
"Brockel, Richie","hamstring","Doubtful","TE",6,"Richie Brockel","no",NA
"Cotchery, Jerricho","ankle","Probable","WR",6,"Jerricho Cotchery","yes","CAR"
"Stewart, Jonathan","leg","Day-to-Day","RB",6,"Jonathan Stewart","yes","CAR"
"Coffman, Chase","not injury related","Probable","TE",6,"Chase Coffman","no","TEN"
"Lynch, Marshawn","hamstring","Questionable","RB",6,"Marshawn Lynch","yes","SEA"
"Allen, Keenan","hip","Day-to-Day","WR",6,"Keenan Allen","yes","SD"
"Cumberland, Jeff","concussion","Probable","TE",6,"Jeff Cumberland","no","NYJ"
"Johnson, Stevie","hamstring","Doubtful","WR",6,"Stevie Johnson","no",NA
"Adams, Davante","ankle","Questionable","WR",6,"Davante Adams","no","GB"
"Cobb, Randall","shoulder","Probable","WR",6,"Randall Cobb","yes","GB"
"Jones, James","hamstring","Probable","WR",6,"James Jones","yes","GB"
"Lacy, Eddie","ankle","Day-to-Day","RB",6,"Eddie Lacy","yes","GB"
"Nelson, Jordy","torn right ACL","Day-to-Day","WR",6,"Jordy Nelson","no",NA
"Quarless, Andrew","sprained MCL","Injured Reserve (DFR)","TE",6,"Andrew Quarless","no","GB"
"Campanaro, Michael","back","Day-to-Day","WR",6,"Michael Campanaro","no","BAL"
"Forsett, Justin","ankle","Questionable","RB",6,"Justin Forsett","yes","BAL"
"Gillmore, Crockett","calf","Questionable","TE",6,"Crockett Gillmore","yes","BAL"
"Matthews, Chris","shoulder","Day-to-Day","WR",6,"Chris Matthews","yes","SEA"
"Perriman, Breshad","knee","Out","WR",6,"Breshad Perriman","no",NA
"Pitta, Dennis","hip","Day-to-Day","TE",6,"Dennis Pitta","no",NA
"Smith Sr., Steve","back","Questionable","WR",6,"Steve Smith Sr.","no",NA
"Wallace, Mike","knee","Probable","WR",6,"Mike Wallace","yes","MIN"
"Waller, Darren","concussion","Out","WR",6,"Darren Waller","no","BAL"
"Bush, Reggie","calf","Doubtful","RB",6,"Reggie Bush","no","SF"
"Draughn, Shaun","back","Questionable","RB",6,"Shaun Draughn","no","CLE"
"Ellington, Bruce","calf","Questionable","WR",6,"Bruce Ellington","no","SF"
"Hyde, Carlos","foot","Questionable","RB",6,"Carlos Hyde","yes","SF"
"McDonald, Vance","chest","Probable","TE",6,"Vance McDonald","yes","SF"
"Bennett, Martellus","quadriceps","Questionable","TE",6,"Martellus Bennett","yes","CHI"
"Hogan, Chris","hamstring","Probable","WR",6,"Chris Hogan","yes","BUF"
"Lewis, Dion","abdomen","Questionable","RB",6,"Dion Lewis","yes","NE"
"Washington, Nate","hamstring","Out","WR",6,"Nate Washington","no","HOU"
"Allen, Dwayne","ankle","Day-to-Day","TE",6,"Dwayne Allen","yes","IND"
"Herron, Daniel","shoulder","Day-to-Day","RB",6,"Daniel Herron","no",NA
"Hilton, T.Y.","groin","Probable","WR",6,"T.Y. Hilton","yes","IND"
"Luck, Andrew","right shoulder","Questionable","QB",6,"Andrew Luck","yes","IND"
"Turbin, Robert","ankle","Questionable","RB",6,"Robert Turbin","yes","CLE"
"Beckham Jr., Odell","hamstring","Questionable","WR",6,"Odell Beckham Jr.","yes","NYG"
"Cruz, Victor","calf","Out","WR",6,"Victor Cruz","no",NA
"Agholor, Nelson","ankle","Out","WR",6,"Nelson Agholor","no","PHI"
"Mathews, Ryan","groin","Questionable","RB",6,"Ryan Mathews","yes","PHI"
"Randle, Rueben","hamstring","Probable","WR",6,"Rueben Randle","yes","NYG"
"Lockett, Tyler","hip","Probable","WR",7,"Tyler Lockett","yes","SEA"
"Lynch, Marshawn","hamstring","Probable","RB",7,"Marshawn Lynch","yes","SEA"
"Boldin, Anquan","hamstring","Questionable","WR",7,"Anquan Boldin","yes","SF"
